name,Yr,Month,Day,CaptureDate,time,LocationID,Province,Country,Latitude,Longitude,SpeciesID,MetalOut,AgeID,SexID,tarsus,Culmen,bill,Tot_Head,Wing,Weight,Release Time,FatScore,Nanotag_freq,Full_nano_id,TrackerID,id,Burst,blood,comments,Include_in_analysis
Christian Friis,2014,7,18,7-18-14,17:51,JBLR,Ontario,Canada,51.79167,-80.69167,SESA,246107901,AHY,U,,20.7,20.7,,96,26,17:51,3,166.38,,207,207@166.38:5.9,5.9,Y,Metal band upper right leg,Y
Christian Friis,2014,7,18,7-18-14,17:51,JBLR,Ontario,Canada,51.79167,-80.69167,SESA,246107902,AHY,U,,18.6,18.6,,96,24,17:51,2,166.38,,208,208@166.38:5.9,5.9,Y,Metal band upper right leg,Y
Christian Friis,2014,7,18,7-18-14,17:51,JBLR,Ontario,Canada,51.79167,-80.69167,SESA,246107903,AHY,U,,19.5,19.5,,99,26,17:51,3,166.38,,209,209@166.38:5.9,5.9,Y,Metal band upper right leg,Y
Christian Friis,2014,7,18,7-18-14,17:51,JBLR,Ontario,Canada,51.79167,-80.69167,SESA,246107904,AHY,U,,17.6,17.6,,95,27,17:51,4,166.38,,210,210@166.38:5.9,5.9,Y,Metal band upper right leg,Y
Christian Friis,2014,7,18,7-18-14,17:51,JBLR,Ontario,Canada,51.79167,-80.69167,SESA,246107906,AHY,U,,19.3,19.3,,94,25,17:51,2,166.38,,211,211@166.38:5.9,5.9,Y,Metal band upper right leg,Y
Christian Friis,2014,7,24,7-24-14,20:12,JBLP,Ontario,Canada,51.69167,-80.55833,SESA,269170604,AHY,U,,18,18.0,,95,22,20:12,,166.38,,212,212@166.38:5.9,5.9,Y,metal band upper right leg,Y
Christian Friis,2014,7,27,7-27-14,20:18,JBLP,Ontario,Canada,51.69167,-80.55833,SESA,269170638,AHY,U,,18.8,18.8,,97,33,20:18,,166.38,,213,213@166.38:5.9,5.9,Y,metal band upper right leg,Y
Christian Friis,2014,8,1,8-1-14,15:31,JBLP,Ontario,Canada,51.69167,-80.55833,SESA,269170685,AHY,U,,19.6,19.6,,97,,15:31,,166.38,,215,215@166.38:5.9,5.9,Y,metal band upper right leg - FW upper left leg - radio-transmitter (215) on back,Y
Christian Friis,2014,7,27,7-27-14,11:17,JBLP,Ontario,Canada,51.69167,-80.55833,DUNL,264101407,AHY,U,,36,36.0,,121,,11:17,,166.38,,217,217@166.38:5.9,5.9,Y,metal band upper right leg,Y
Christian Friis,2014,7,27,7-27-14,20:18,JBLP,Ontario,Canada,51.69167,-80.55833,SESA,269170641,AHY,U,,19.9,19.9,,96,,20:18,,166.38,,218,218@166.38:5.9,5.9,Y,metal band upper right leg,Y
Christian Friis,2014,7,27,7-27-14,20:18,JBLP,Ontario,Canada,51.69167,-80.55833,SESA,269170642,AHY,U,,18.2,18.2,,98,,20:18,,166.38,,219,219@166.38:5.9,5.9,Y,metal band upper right leg,Y
Christian Friis,2014,7,26,7-26-14,11:17,JBLP,Ontario,Canada,51.69167,-80.55833,WRSA,264101406,AHY,U,,21.9,21.9,,126,,11:17,,166.38,,220,220@166.38:5.9,5.9,Y,metal band upper right leg,Y
Christian Friis,2014,7,26,7-26-14,11:17,JBLP,Ontario,Canada,51.69167,-80.55833,WRSA,264101402,AHY,U,,23.3,23.3,,126,,11:17,,166.38,,221,221@166.38:5.9,5.9,Y,metal band upper right leg,Y
Christian Friis,2014,8,1,8-1-14,15:31,JBLP,Ontario,Canada,51.69167,-80.55833,SESA,269170687,AHY,U,,18.9,18.9,,96,,15:31,,166.38,,222,222@166.38:5.9,5.9,Y,metal band upper right leg - FW upper left leg - radio-transmitter (222) on back,Y
Christian Friis,2014,8,6,8-6-14,15:37,JBLP,Ontario,Canada,51.69167,-80.55833,SESA,246107824,AHY,U,,18,18.0,,96,,15:37,,166.38,,223,223@166.38:5.9,5.9,Y,metal band upper right leg - FW upper left leg - radio-transmitter (223) on back,Y
Christian Friis,2014,8,4,8-4-14,15:39,JBLP,Ontario,Canada,51.69167,-80.55833,WRSA,264101411,AHY,U,,22.5,22.5,,127,,15:39,,166.38,,224,224@166.38:5.9,5.9,Y,metal band upper right leg - FW upper left leg - radio-transmitter (224) on back,Y
Christian Friis,2014,8,6,8-6-14,15:37,JBLP,Ontario,Canada,51.69167,-80.55833,SESA,246107827,HY,U,,20.8,20.8,,98,,15:37,,166.38,,225,225@166.38:5.9,5.9,Y,metal band upper right leg - FW upper left leg - radio-transmitter (225) on back,Y
Christian Friis,2014,7,27,7-27-14,11:17,JBLP,Ontario,Canada,51.69167,-80.55833,WRSA,264101408,AHY,U,,23.4,23.4,,120,,11:17,,166.38,,226,226@166.38:5.9,5.9,Y,metal band upper right leg,Y
Christian Friis,2014,7,18,7-18-14,17:51,JBLR,Ontario,Canada,51.79167,-80.69167,SESA,246107907,AHY,U,,19.3,19.3,,96,25,17:51,3,166.38,,227,227@166.38:5.9,5.9,Y,Metal band upper right leg,Y
Christian Friis,2014,7,18,7-18-14,17:51,JBLR,Ontario,Canada,51.79167,-80.69167,SESA,246107908,AHY,U,,19.2,19.2,,99,26,17:51,2,166.38,,228,228@166.38:5.9,5.9,Y,Metal band upper right leg,Y
Christian Friis,2014,7,18,7-18-14,17:51,JBLR,Ontario,Canada,51.79167,-80.69167,SESA,246107909,AHY,U,,19.6,19.6,,99,31,17:51,4,166.38,,229,229@166.38:5.9,5.9,Y,Metal band upper right leg,Y
Christian Friis,2014,7,18,7-18-14,17:51,JBLR,Ontario,Canada,51.79167,-80.69167,SESA,246107910,AHY,U,,19.6,19.6,,96,25,17:51,2,166.38,,230,230@166.38:5.9,5.9,Y,Metal band upper right leg,Y
Christian Friis,2014,7,18,7-18-14,18:09,JBLR,Ontario,Canada,51.79167,-80.69167,SESA,246107911,AHY,U,,21.7,21.7,,101,25,18:09,2,166.38,,231,231@166.38:5.9,5.9,Y,Metal band upper right leg,Y
Christian Friis,2014,7,26,7-26-14,19:29,JBLR,Ontario,Canada,51.79167,-80.69167,WRSA,245114101,AHY,U,,23.4,23.4,,123,32,19:29,1,166.38,,232,232@166.38:5.9,5.9,Y,metal band on upper right leg,Y
Christian Friis,2014,7,26,7-26-14,20:05,JBLR,Ontario,Canada,51.79167,-80.69167,WRSA,245114102,AHY,U,,23.7,23.7,,118,37,20:05,3,166.38,,233,233@166.38:5.9,5.9,Y,metal band lower right leg,Y
Christian Friis,2014,7,27,7-27-14,20:05,JBLR,Ontario,Canada,51.79167,-80.69167,WRSA,245114104,AHY,U,,21.5,21.5,,121,36,20:05,2,166.38,,234,234@166.38:5.9,5.9,Y,metal band lower right leg,Y
Christian Friis,2014,7,27,7-27-14,20:05,JBLR,Ontario,Canada,51.79167,-80.69167,WRSA,245114105,AHY,U,,21.3,21.3,,119,34,20:05,2,166.38,,235,235@166.38:5.9,5.9,Y,metal band lower right leg,Y
Christian Friis,2014,7,27,7-27-14,20:13,JBLR,Ontario,Canada,51.79167,-80.69167,WRSA,245114106,AHY,U,,22.9,22.9,,123,44,20:13,3,166.38,,236,236@166.38:5.9,5.9,Y,metal band lower right leg,Y
Christian Friis,2014,7,27,7-27-14,10:30,JBLR,Ontario,Canada,51.79167,-80.69167,REKN,125224201,SY,U,,35.7,35.7,,170,146,10:30,2,166.38,,237,237@166.38:5.9,5.9,Y,metal band lower right leg,Y
Christian Friis,2014,7,27,7-27-14,20:13,JBLR,Ontario,Canada,51.79167,-80.69167,WRSA,245114108,AHY,U,,24.9,24.9,,123,35,20:13,2,166.38,,238,238@166.38:5.9,5.9,Y,metal band lower right leg,Y
Christian Friis,2014,7,27,7-27-14,20:13,JBLR,Ontario,Canada,51.79167,-80.69167,WRSA,245114110,AHY,U,,21.7,21.7,,123,39,20:13,1,166.38,,239,239@166.38:5.9,5.9,Y,metal band lower right leg,Y
Christian Friis,2014,7,27,7-27-14,9:17,JBLR,Ontario,Canada,51.79167,-80.69167,WRSA,245114111,AHY,U,,23.3,23.3,,125,42,9:17,3,166.38,,240,240@166.38:5.9,5.9,Y,metal band lower right leg,Y
Christian Friis,2014,7,27,7-27-14,9:17,JBLR,Ontario,Canada,51.79167,-80.69167,WRSA,245114112,AHY,U,,26.5,26.5,,126,38,9:17,3,166.38,,241,241@166.38:5.9,5.9,Y,metal band lower right leg,Y
Christian Friis,2014,7,27,7-27-14,9:17,JBLR,Ontario,Canada,51.79167,-80.69167,WRSA,245114113,AHY,U,,23.6,23.6,,119,39,9:17,3,166.38,,242,242@166.38:5.9,5.9,Y,metal band lower right leg,Y
Christian Friis,2014,8,1,8-1-14,20:51,JBLR,Ontario,Canada,51.79167,-80.69167,WRSA,245114117,AHY,U,,23.6,23.6,,121,43,20:51,3,166.38,,243,243@166.38:5.9,5.9,Y,metal band lower right leg - radio transmitter (243) on back,Y
Christian Friis,2014,8,1,8-1-14,20:51,JBLR,Ontario,Canada,51.79167,-80.69167,WRSA,245114118,AHY,U,,23.8,23.8,,123,37,20:51,1,166.38,,244,244@166.38:5.9,5.9,Y,metal band lower right leg - radio transmitter (244) on back,Y
Christian Friis,2014,8,1,8-1-14,16:52,JBLR,Ontario,Canada,51.79167,-80.69167,SESA,246107960,AHY,U,,20.2,20.2,,95,28,16:52,4,166.38,,245,245@166.38:5.9,5.9,Y,Metal band lower right leg - FW upper left leg - radio-transmitter (245) on back,Y
Christian Friis,2014,8,2,8-2-14,9:46,JBLR,Ontario,Canada,51.79167,-80.69167,SESA,246107961,AHY,U,,18.8,18.8,,91,24,9:46,3,166.38,,246,246@166.38:5.9,5.9,Y,Metal band lower right leg - radio-transmitter (246) on back,Y
Christian Friis,2014,8,2,8-2-14,9:46,JBLR,Ontario,Canada,51.79167,-80.69167,SESA,246107962,AHY,U,,19.9,19.9,,99,25,9:46,4,166.38,,247,247@166.38:5.9,5.9,Y,Metal band lower right leg - radio-transmitter (247) on back,Y
Christian Friis,2014,8,3,8-3-14,9:47,JBLR,Ontario,Canada,51.79167,-80.69167,SESA,246107963,AHY,U,,20.2,20.2,,97,24,9:47,4,166.38,,248,248@166.38:5.9,5.9,Y,Metal band lower right leg - radio-transmitter (248) on back,Y
Christian Friis,2014,8,6,8-6-14,10:36,JBLR,Ontario,Canada,51.79167,-80.69167,SESA,246107978,AHY,U,,19.1,19.1,,95,27,10:36,4,166.38,,249,249@166.38:5.9,5.9,Y,Metal band lower right leg - FW upper left - Radio-transmitter (249) on back,Y
Christian Friis,2014,8,6,8-6-14,10:36,JBLR,Ontario,Canada,51.79167,-80.69167,SESA,246107977,AHY,U,,17.2,17.2,,95,25,10:36,2,166.38,,250,250@166.38:5.9,5.9,Y,Metal band lower right leg - FW upper left - Radio-transmitter (250) on back,Y
Christian Friis,2014,8,6,8-6-14,10:36,JBLR,Ontario,Canada,51.79167,-80.69167,SESA,246107979,AHY,U,,20.6,20.6,,96,32,10:36,5,166.38,,251,251@166.38:5.9,5.9,Y,Metal band lower right leg - FW upper left - Radio-transmitter (251) on back,Y
Christian Friis,2014,8,7,8-7-14,10:37,JBLR,Ontario,Canada,51.79167,-80.69167,SESA,246107980,AHY,U,,17.8,17.8,,98,26,10:37,4,166.38,,252,252@166.38:5.9,5.9,Y,Metal band lower right leg - FW upper left - Radio-transmitter (252) on back,Y
Christian Friis,2014,8,7,8-7-14,9:13,JBLR,Ontario,Canada,51.79167,-80.69167,SESA,246107981,AHY,U,,19.7,19.7,,96,36,9:13,6,166.38,,253,253@166.38:5.9,5.9,Y,Metal band lower right leg - FW upper left leg - radio-transmitter (253) on back,Y
Christian Friis,2014,8,9,8-9-14,9:13,JBLR,Ontario,Canada,51.79167,-80.69167,SESA,246107983,AHY,U,,17.8,17.8,,98,32,9:13,5,166.38,,254,254@166.38:5.9,5.9,Y,Metal band lower right leg - FW upper left leg - radio-transmitter (254) on back,Y
Christian Friis,2014,8,9,8-9-14,9:13,JBLR,Ontario,Canada,51.79167,-80.69167,SESA,246107982,HY,U,,19.3,19.3,,97,23,9:13,2,166.38,,255,255@166.38:5.9,5.9,Y,Metal band lower right leg - FW upper left leg - radio-transmitter (255) on back,Y
Christian Friis,2014,8,9,8-9-14,9:13,JBLR,Ontario,Canada,51.79167,-80.69167,SESA,246107984,AHY,U,,19.7,19.7,,101,31,9:13,5,166.38,,256,256@166.38:5.9,5.9,Y,Metal band lower right leg - FW upper left leg - radio-transmitter (256) on back,Y
Christian Friis,2014,8,9,8-9-14,19:29,JBLR,Ontario,Canada,51.79167,-80.69167,WRSA,245114126,AHY,U,,23.4,23.4,,120,40,19:29,2,166.38,,257,257@166.38:5.9,5.9,Y,metal band lower right leg - FW upper left leg - radio-transmitter (257) on back,Y
Christian Friis,2014,8,9,8-9-14,9:14,JBLR,Ontario,Canada,51.79167,-80.69167,SESA,246107985,AHY,U,,18.8,18.8,,100,34,9:14,6,166.38,,258,258@166.38:5.9,5.9,Y,Metal band lower right leg - FW upper left leg - radio-transmitter (258) on back,Y
Christian Friis,2014,8,9,8-9-14,9:14,JBLR,Ontario,Canada,51.79167,-80.69167,SESA,246107986,AHY,U,,19.2,19.2,,98,35,9:14,5,166.38,,259,259@166.38:5.9,5.9,Y,Metal band lower right leg - FW upper left leg - radio-transmitter (259) on back,Y
Christian Friis,2014,8,9,8-9-14,19:29,JBLR,Ontario,Canada,51.79167,-80.69167,WRSA,245114127,AHY,U,,23.2,23.2,,124,46,19:29,3,166.38,,260,260@166.38:5.9,5.9,Y,metal band lower right leg - FW upper left leg - radio-transmitter (260) on back,Y
Christian Friis,2014,8,9,8-9-14,19:29,JBLR,Ontario,Canada,51.79167,-80.69167,WRSA,245114128,AHY,U,,24.7,24.7,,124,51,19:29,4,166.38,,261,261@166.38:5.9,5.9,Y,metal band lower  right leg - FW upper left leg - radio-transmitter (261) on back,Y
Christian Friis,2014,8,9,8-9-14,19:30,JBLR,Ontario,Canada,51.79167,-80.69167,WRSA,245114129,AHY,U,,21.8,21.8,,117,45,19:30,4,166.38,,262,262@166.38:5.9,5.9,Y,metal band lower right leg - FW upper left leg - radio-transmitter (262) on back,Y
Christian Friis,2014,8,9,8-9-14,9:14,JBLR,Ontario,Canada,51.79167,-80.69167,SESA,246107987,AHY,U,,20.2,20.2,,98,25,9:14,4,166.38,,263,263@166.38:5.9,5.9,Y,Metal band lower right leg - FW upper left leg - radio-transmitter (263) on back,Y
Christian Friis,2014,8,9,8-9-14,9:14,JBLR,Ontario,Canada,51.79167,-80.69167,SESA,246107988,AHY,U,,19.4,19.4,,100,39,9:14,5,166.38,,264,264@166.38:5.9,5.9,Y,Metal band lower right leg - FW upper left leg - radio-transmitter (264) on back,Y
Christian Friis,2014,8,9,8-9-14,19:30,JBLR,Ontario,Canada,51.79167,-80.69167,WRSA,245114130,AHY,U,,21.6,21.6,,123,46,19:30,4,166.38,,265,265@166.38:5.9,5.9,Y,metal band lower right leg - FW upper left leg - radio-transmitter (265) on back,Y
Christian Friis,2014,8,9,8-9-14,19:30,JBLR,Ontario,Canada,51.79167,-80.69167,WRSA,245114131,AHY,U,,23.5,23.5,,122,53,19:30,5,166.38,,266,266@166.38:5.9,5.9,Y,metal band lower right leg - rFW upper left leg  - radio-transmitter (266) on back,Y
Christian Friis,2014,8,10,8-10-14,20:00,JBLR,Ontario,Canada,51.79167,-80.69167,WRSA,245114133,AHY,U,,23.7,23.7,,123,42,20:00,4,166.38,,267,267@166.38:5.9,5.9,Y,metal band lower right leg - FW upper left leg - radio-transmitter (267) on back,Y
Christian Friis,2014,8,9,8-9-14,9:14,JBLR,Ontario,Canada,51.79167,-80.69167,SESA,246107989,AHY,U,,19.7,19.7,,98,34,9:14,4,166.38,,268,268@166.38:5.9,5.9,Y,Metal band lower right leg - FW upper left leg - radio-transmitter (268) on back,Y
Christian Friis,2014,8,10,8-10-14,20:00,JBLR,Ontario,Canada,51.79167,-80.69167,WRSA,245114134,AHY,U,,24.8,24.8,,123,45,20:00,4,166.38,,269,269@166.38:5.9,5.9,Y,metal band lower right leg - FW upper left leg - radio-transmitter (269) on back,Y
Christian Friis,2014,8,10,8-10-14,20:00,JBLR,Ontario,Canada,51.79167,-80.69167,WRSA,245114135,AHY,U,,23.8,23.8,,121,43,20:00,3,166.38,,270,270@166.38:5.9,5.9,Y,metal band lower right leg - FW upper left leg - radio-transmitter (270) on back,Y
Christian Friis,2014,8,10,8-10-14,20:00,JBLR,Ontario,Canada,51.79167,-80.69167,WRSA,245114136,AHY,U,,22.2,22.2,,122,41,20:00,3,166.38,,271,271@166.38:5.9,5.9,Y,metal band lower right leg - FW upper left leg - radio-transmitter (271) on back,Y
Christian Friis,2014,8,10,8-10-14,20:00,JBLR,Ontario,Canada,51.79167,-80.69167,WRSA,245114137,AHY,U,,23.4,23.4,,118,41,20:00,3,166.38,,272,272@166.38:5.9,5.9,Y,metal band lower right leg - FW upper left leg - radio-transmitter (272) on back,Y
Christian Friis,2014,8,10,8-10-14,20:01,JBLR,Ontario,Canada,51.79167,-80.69167,WRSA,245114138,AHY,U,,23.8,23.8,,119,50,20:01,4,166.38,,273,273@166.38:5.9,5.9,Y,metal band lower right leg - FW upper left leg - radio-transmitter (273) on back,Y
Christian Friis,2014,8,10,8-10-14,20:02,JBLR,Ontario,Canada,51.79167,-80.69167,WRSA,245114139,AHY,U,,24.4,24.4,,121,48,20:02,4,166.38,,274,274@166.38:5.9,5.9,Y,metal band lower right leg - FW upper left leg - radio-transmitter (274) on back,Y
Christian Friis,2014,8,10,8-10-14,20:03,JBLR,Ontario,Canada,51.79167,-80.69167,WRSA,245114140,AHY,U,,22.5,22.5,,122,41,20:03,3,166.38,,275,275@166.38:5.9,5.9,Y,metal band lower right leg - FW upper left leg - radio-transmitter (275) on back,Y
Christian Friis,2014,8,10,8-10-14,9:14,JBLR,Ontario,Canada,51.79167,-80.69167,SESA,246107990,AHY,U,,19,19.0,,96,32,9:14,5,166.38,,276,276@166.38:5.9,5.9,Y,Metal band lower right leg - FW upper left leg - radio-transmitter (276) on back,Y
Christian Friis,2014,8,10,8-10-14,20:03,JBLR,Ontario,Canada,51.79167,-80.69167,WRSA,245114141,AHY,U,,24.2,24.2,,118,54,20:03,4,166.38,,277,277@166.38:5.9,5.9,Y,metal band lower right leg - FW upper left leg - radio-transmitter (277) on back,Y
Christian Friis,2014,8,10,8-10-14,20:03,JBLR,Ontario,Canada,51.79167,-80.69167,WRSA,245114142,AHY,U,,23.3,23.3,,121,41,20:03,3,166.38,,278,278@166.38:5.9,5.9,Y,metal band lower right leg - FW upper left leg - radio-transmitter (278) on back,Y
Christian Friis,2014,8,10,8-10-14,9:15,JBLR,Ontario,Canada,51.79167,-80.69167,SESA,246107991,AHY,U,,17.4,17.4,,95,24,9:15,4,166.38,,279,279@166.38:5.9,5.9,Y,Metal band lower right leg,Y
Christian Friis,2014,8,10,8-10-14,9:12,JBLR,Ontario,Canada,51.79167,-80.69167,SESA,246107992,HY,U,,18.2,18.2,,94,25,9:12,2,166.38,,280,280@166.38:5.9,5.9,Y,Metal band lower right leg,Y
Christian Friis,2014,8,10,8-10-14,9:12,JBLR,Ontario,Canada,51.79167,-80.69167,SESA,246107993,AHY,U,,17.5,17.5,,91,27,9:12,4,166.38,,281,281@166.38:5.9,5.9,Y,Metal band lower right leg,Y
Christian Friis,2014,8,10,8-10-14,20:03,JBLR,Ontario,Canada,51.79167,-80.69167,WRSA,245114143,AHY,U,,23.6,23.6,,126,54,20:03,4,166.38,,282,282@166.38:5.9,5.9,Y,metal band lower right leg - FW upper left leg - radio-transmitter (282) on back,Y
Christian Friis,2014,8,10,8-10-14,20:03,JBLR,Ontario,Canada,51.79167,-80.69167,WRSA,245114144,AHY,U,,22.7,22.7,,121,51,20:03,4,166.38,,283,283@166.38:5.9,5.9,Y,metal band lower right leg - FW upper left leg - radio-transmitter (283) on back,Y
Christian Friis,2014,8,10,8-10-14,20:03,JBLR,Ontario,Canada,51.79167,-80.69167,WRSA,245114145,AHY,U,,22.8,22.8,,124,40,20:03,3,166.38,,284,284@166.38:5.9,5.9,Y,metal band lower right leg - FW upper left leg - radio-transmitter (284) on back,Y
Christian Friis,2014,8,10,8-10-14,20:05,JBLR,Ontario,Canada,51.79167,-80.69167,WRSA,245114146,AHY,U,,25.8,25.8,,124,34,20:05,2,166.38,,285,285@166.38:5.9,5.9,Y,metal band lower right leg - FW upper left leg - radio-transmitter (285) on back,Y
Christian Friis,2014,8,10,8-10-14,20:06,JBLR,Ontario,Canada,51.79167,-80.69167,WRSA,245114152,AHY,U,,23.2,23.2,,126,33,20:06,3,166.38,,286,286@166.38:5.9,5.9,Y,metal band lower right leg - FW upper left leg - radio-transmitter (286) on back,Y
Christian Friis,2014,8,10,8-10-14,9:12,JBLR,Ontario,Canada,51.79167,-80.69167,SESA,246107995,HY,U,,20.3,20.3,,100,25,9:12,3,166.38,,287,287@166.38:5.9,5.9,Y,Metal band lower right leg,Y
Christian Friis,2014,8,10,8-10-14,20:05,JBLR,Ontario,Canada,51.79167,-80.69167,WRSA,245114148,AHY,U,,22.8,22.8,,121,47,20:05,5,166.38,,288,288@166.38:5.9,5.9,Y,metal band lower right leg - FW upper left leg - radio-transmitter (288) on back,Y
Christian Friis,2014,8,10,8-10-14,20:05,JBLR,Ontario,Canada,51.79167,-80.69167,WRSA,245114149,AHY,U,,24.2,24.2,,124,50,20:05,4,166.38,,289,289@166.38:5.9,5.9,Y,metal band lower right leg - FW upper left leg - radio-transmitter (289) on back,Y
Christian Friis,2014,8,10,8-10-14,9:12,JBLR,Ontario,Canada,51.79167,-80.69167,SESA,246107996,AHY,U,,17.4,17.4,,100,24,9:12,4,166.38,,290,290@166.38:5.9,5.9,Y,Metal band lower right leg,Y
Christian Friis,2014,8,10,8-10-14,20:05,JBLR,Ontario,Canada,51.79167,-80.69167,WRSA,245114151,AHY,U,,23.5,23.5,,123,33,20:05,2,166.38,,291,291@166.38:5.9,5.9,Y,metal band lower right leg - FW upper left leg - radio-transmitter (291) on back,Y
Christian Friis,2014,8,10,8-10-14,20:10,JBLR,Ontario,Canada,51.79167,-80.69167,WRSA,245114153,AHY,U,,24.3,24.3,,127,46,20:10,3,166.38,,292,292@166.38:5.9,5.9,Y,metal band lower right leg - FW upper left leg - radio-transmitter (292) on back,Y
Christian Friis,2014,8,10,8-10-14,20:10,JBLR,Ontario,Canada,51.79167,-80.69167,WRSA,245114154,AHY,U,,23.3,23.3,,126,41,20:10,3,166.38,,293,293@166.38:5.9,5.9,Y,metal band lower right leg - FW upper left leg - radio-transmitter (293) on back,Y
Christian Friis,2014,8,10,8-10-14,20:10,JBLR,Ontario,Canada,51.79167,-80.69167,WRSA,245114155,AHY,U,,23,23.0,,125,23,20:10,2,166.38,,294,294@166.38:5.9,5.9,Y,metal band lower right leg - FW upper left leg - radio-transmitter (294) on back,Y
Christian Friis,2014,8,10,8-10-14,9:12,JBLR,Ontario,Canada,51.79167,-80.69167,SESA,246107997,AHY,U,,17,17.0,,95,23,9:12,4,166.38,,295,295@166.38:5.9,5.9,Y,Metal band lower right leg,Y
Christian Friis,2014,8,10,8-10-14,20:10,JBLR,Ontario,Canada,51.79167,-80.69167,WRSA,245114156,AHY,U,,24.1,24.1,,128,45,20:10,4,166.38,,296,296@166.38:5.9,5.9,Y,metal band lower right leg - FW upper left leg - radio-transmitter (296) on back,Y
Christian Friis,2014,8,7,8-7-14,21:58,JBLP,Ontario,Canada,51.69167,-80.55833,SESA,246107845,AHY,U,,20,20.0,,99,,21:58,,166.38,,297,297@166.38:5.9,5.9,Y,metal band upper right leg,Y
Christian Friis,2014,8,7,8-7-14,15:39,JBLP,Ontario,Canada,51.69167,-80.55833,WRSA,264101416,AHY,U,,23.6,23.6,,126,,15:39,,166.38,,298,298@166.38:5.9,5.9,Y,metal band upper right leg - FW upper left leg - radio-transmitter (298) on back,Y
Christian Friis,2014,8,12,8-12-14,22:05,JBLP,Ontario,Canada,51.69167,-80.55833,SESA,246107858,HY,U,,19.8,19.8,,98,,22:05,,166.38,,299,299@166.38:5.9,5.9,Y,metal band upper right leg,Y
Christian Friis,2014,8,10,8-10-14,15:40,JBLP,Ontario,Canada,51.69167,-80.55833,WRSA,264101421,AHY,U,,24.9,24.9,,126,,15:40,,166.38,,300,300@166.38:5.9,5.9,Y,metal band upper right leg - FW upper left leg - radio-transmitter (300) on back,Y
Christian Friis,2014,8,10,8-10-14,22:05,JBLP,Ontario,Canada,51.69167,-80.55833,SESA,246107855,HY,U,,18.3,18.3,,96,,22:05,,166.38,,301,301@166.38:5.9,5.9,Y,metal band upper right leg,Y
Christian Friis,2014,8,10,8-10-14,22:05,JBLP,Ontario,Canada,51.69167,-80.55833,SESA,246107854,HY,U,,17.8,17.8,,95,,22:05,,166.38,,302,302@166.38:6.1,6.1,Y,metal band upper right leg,Y
Christian Friis,2014,8,10,8-10-14,22:05,JBLP,Ontario,Canada,51.69167,-80.55833,SESA,246107853,HY,U,,19.5,19.5,,99,,22:05,,166.38,,303,303@166.38:6.1,6.1,Y,metal band upper right leg,Y
Christian Friis,2014,8,21,8-21-14,15:40,JBLP,Ontario,Canada,51.69167,-80.55833,WRSA,264101423,AHY,U,,24,24.0,,123,,15:40,,166.38,,304,304@166.38:6.1,6.1,Y,metal band upper right leg - FW upper left leg - radio-transmitter (304) on back,Y
Christian Friis,2014,8,21,8-21-14,15:40,JBLP,Ontario,Canada,51.69167,-80.55833,DUNL,264101424,AHY,U,,39.4,39.4,,119,,15:40,,166.38,,305,305@166.38:6.1,6.1,Y,metal band upper right leg - FW upper left leg - radio-transmitter (305) on back,Y
Christian Friis,2014,8,21,8-21-14,22:06,JBLP,Ontario,Canada,51.69167,-80.55833,SESA,246107861,HY,U,,19.9,19.9,,94,,22:06,,166.38,,306,306@166.38:6.1,6.1,Y,metal band upper right leg,Y
Christian Friis,2014,8,21,8-21-14,22:09,JBLP,Ontario,Canada,51.69167,-80.55833,SESA,246107862,HY,U,,19.1,19.1,,94,,22:09,,166.38,,307,307@166.38:6.1,6.1,Y,metal band upper right leg,Y
Christian Friis,2014,8,7,8-7-14,21:49,JBLP,Ontario,Canada,51.69167,-80.55833,LESA,246107841,HY,U,,18.6,18.6,,92,,21:49,,166.38,,308,308@166.38:6.1,6.1,Y,metal band upper right leg,Y
Christian Friis,2014,8,7,8-7-14,21:49,JBLP,Ontario,Canada,51.69167,-80.55833,SESA,246107842,AHY,U,,18.5,18.5,,97,,21:49,,166.38,,309,309@166.38:6.1,6.1,Y,metal band upper right leg,Y
Christian Friis,2014,8,7,8-7-14,21:49,JBLP,Ontario,Canada,51.69167,-80.55833,SESA,246107844,AHY,U,,21.9,21.9,,99,,21:49,,166.38,,310,310@166.38:6.1,6.1,Y,metal band upper right leg,Y
Christian Friis,2014,8,7,8-7-14,21:49,JBLP,Ontario,Canada,51.69167,-80.55833,SESA,246107843,AHY,U,,20.4,20.4,,96,,21:49,,166.38,,311,311@166.38:6.1,6.1,Y,metal band upper right leg,Y
Christian Friis,2014,8,7,8-7-14,15:39,JBLP,Ontario,Canada,51.69167,-80.55833,WRSA,264101415,AHY,U,,24.3,24.3,,126,,15:39,,166.38,,312,312@166.38:6.1,6.1,Y,metal band upper right leg - FW upper left leg - radio-transmitter (312) on back,Y
Christian Friis,2014,8,7,8-7-14,21:49,JBLP,Ontario,Canada,51.69167,-80.55833,LESA,246107840,HY,U,,19.6,19.6,,93,,21:49,,166.38,,314,314@166.38:6.1,6.1,Y,metal band upper right leg,Y
Christian Friis,2014,8,7,8-7-14,21:49,JBLP,Ontario,Canada,51.69167,-80.55833,LESA,246107839,HY,U,,18.1,18.1,,85,,21:49,,166.38,,315,315@166.38:6.1,6.1,Y,metal band upper right leg,Y
